TMDB_ID,季数,集数,名称,简介,剧照路径,播出日期,评分
284512,1,14,荣善宝被贺星明劫持,贺星明做贼心虚，当晚只身去见荣善宝，先是挖苦荣善宝忌惮外人说荣筠纨才是真正的茶骨，早就想除之后快，还反问荣善宝当初被迫选择杨鼎臣是因为担心秘密被暴露。荣善宝发现了贺星明的状态和平时不一样，尽量不激怒他，很快陆江来找了过来，贺星明看到自己的行径败露，以荣善宝做人质。,,2026-01-05,
284512,1,15,陆江来获荣善宝信任入住其闺房,温粲擅自截住了陆江来送出去的一封迷信，并且在糕点中发现了一个隐秘的蜡信，温粲将物证带到荣善宝面前，荣善宝半信半疑，但还是力保陆江来，众人退去之后，陆江来告诉荣善宝，这封蜡信的内容是让自己的师父速速赶来临霁，来证明他才是真正的江南巡案。幸好刚刚荣善宝选择了相信陆江来，这一次，为了保护陆江来的安全，荣善宝亲自下令让陆江来搬去她厢房那里住。,,2026-01-05,
284512,1,16,陆江来被人构陷,荣府门口闹嚷嚷，有个妇人带着三个孩子敲门要人，这妇人自称是陆江来的发妻，现在带着孩子找父亲。陆江来根本不曾结亲，但是看到这种场面也着实为难，荣善宝走到门外，妇人一口咬定自己夫君的肩头有一颗痣，荣善宝向君带求证，君带跪在地上哆哆嗦嗦称确实如此，荣善宝不能荣府遭人诟病，为了防止事态进一步扩大，荣善宝将陆江来赶出荣府。,,2026-01-06,
284512,1,17,陆江来险中求生,"陆江来被荣府关在门外，只得跟着那个带孩子的妇人走，那妇人带他来到一所破庙，给他一个烧饼，陆江来拿着烧饼，发现妇人一直在盯着他，只好随了对方心思，当着对方的面咬了几口烧饼。

过一会儿，妇人看到陆江来趴在桌子上不动了，以为药发生了作用，便将始作俑者喊了出来，对方拿着刀让随从搬来柴火，准备杀掉陆江来，伪造着火现场。陆江来立刻捉住行凶者，人赃俱获，荣善宝带来的随从很快帮助陆江来将凶手绑起来。",,2026-01-06,
284512,1,18,杨易棠自作聪明作茧自缚,杨易棠在荣善宝的房中翻动东西，当然也很快被发现，荣善宝先是命人将陆江来的东西搬出房间，然后让人盯紧陆江来，杨易棠也发现陆江来想要找的人和他的目标一致，便故意放出消息，引陆江来前去打探，杨易棠以为自己是黄雀，但还是被荣善宝捉住了。,,2026-01-07,
284512,1,19,大婚飞来横祸,荣善宝已经换上了凤冠霞帔，站在祠堂等待拜堂成亲，等了整整一炷香的功夫，都没有等到陆江来来，老夫人脸色很难看，几乎是拂袖而去。荣善宝问小厮陆江来朝那里去了，听到去了西门古巷方向，荣善宝也赶紧带着人去，那里是小妹和杨氏躲避的地方。,,2026-01-07,
284512,1,20,陆江来官复原职重申卫氏旧案,陆江来已经发帖请了荣府，很快就要对簿公堂，荣善宝知道不去是要坐牢的，所以便应了帖子，准时去公堂听审。许阁老来搭救爱徒，顺便也带了女儿许梅英，许梅英正直婚配年纪，早早从父亲的口中听说此人年少有为，聪慧卓绝，特意赶来听证。,,2026-01-08,
284512,1,21,荣善宝为保护杨芸受到牵连,杨芸不忍心荣善宝为难，立刻将荣均纨手里的画像撕个粉碎，跪在地上承认自己错了。徐嵩便下令重打杨芸四十大板，这顿板子下去不死也会重伤，况且杨芸体弱，荣善宝实在不忍心看着杨芸受难，便顶着压力证明面前的女人正是杨芸，因为当初案件复杂，她要等到官场清明的时候再为杨芸翻案。,,2026-01-08,
284512,1,22,荣善宝搬离荣府茶园,"杨芸落发为尼，原本可以了此一生，但是一日，庙宇中来了一个头戴斗笠的男子，对杨芸说了一番话，不久，杨芸便自尽身亡。

这件事给荣善宝很大打击，她向祖母请示能安葬杨芸，但是祖母不同意，执意不让荣善宝去尼姑庵领杨芸的尸体，荣善宝公然忤逆祖母权威，辩解自古以来荣府是女儿国，应该更能体会作女子的辛苦，现在杨芸在荣府做工十年，不能放任不管。既然祖母将荣善宝逐出荣府，她便搬出去住。",,2026-01-09,
284512,1,23,第 23 集,,,2026-01-10,
284512,1,24,第 24 集,,,2026-01-11,
284512,1,25,第 25 集,,,2026-01-12,
284512,1,26,第 26 集,,,2026-01-12,
284512,1,27,第 27 集,,,2026-01-13,
284512,1,28,第 28 集,,,2026-01-13,
284512,1,29,第 29 集,,,2026-01-14,
284512,1,30,第 30 集,,,2026-01-14,
284512,1,31,第 31 集,,,2026-01-15,
284512,1,32,第 32 集,,,2026-01-15,
284512,1,33,第 33 集,,,2026-01-15,
284512,1,34,第 34 集,,,2026-01-15,
284512,1,35,第 35 集,,,2026-01-15,
284512,1,36,第 36 集,,,2026-01-15,
259537,2,1,阿良,骊珠洞天破碎后，陈平安谨遵齐静春遗命，护送李宝瓶、李槐等学子踏上前往大隋山崖书院的游学之路。初出小镇的少年尚未适应江湖险恶，便遭遇意外危机，神秘剑修阿良神兵天降，为其化解险境。,,2025-12-25,
259537,2,2,作祟,游学小队夜行途中，遭遇鬼魅精怪暗中作祟，队伍人心惶惶。陈平安凭借第一季历练出的警惕与勇气，手持佩剑直面邪祟，以 “挥剑论道” 的信念坚守防线，保护学子安危。,,2025-12-25,
259537,2,3,平地起白虹,化解邪祟危机后，游学小队继续南下，途中遭遇大骊铁骑的盘查与试探，同时需应对复杂的路况与物资短缺问题。陈平安在困境中主动扛起责任，协调众人、规划路线，逐渐显露出领导者的潜质。,,2025-12-25,
259537,2,4,有鬼,大骊朝廷密令神祇截杀阿良，阿良一行遇关卡检查等波折，红烛镇听闻前朝故事。朱鹿因家书欲杀陈平安，阿良陷杀局时许弱来请教，最终陈平安面对危机喊出 “剑来”。,,2026-01-01,
259537,2,5,破阵,朝廷围杀佩剑阿良，林守一拒去大骊长春宫，阿良考验陈平安，教其十八停运气法，强调强者自由需以弱者自由为界。因皇后欲杀陈平安，阿良与大骊争斗。,,2026-01-07,
259537,2,6,第 6 集,,,2026-01-15,
259537,2,7,第 7 集,,,2026-01-22,
259537,2,8,第 8 集,,,2026-01-29,
279136,1,1,第 1 集,,,2026-01-09,
279136,1,2,第 2 集,,,2026-01-09,
279136,1,3,第 3 集,,,2026-01-09,
279136,1,4,第 4 集,,,2026-01-09,
279136,1,5,第 5 集,,,2026-01-10,
279136,1,6,第 6 集,,,2026-01-10,
279136,1,7,第 7 集,,,2026-01-11,
279136,1,8,第 8 集,,,2026-01-11,
279136,1,9,第 9 集,,,2026-01-12,
279136,1,10,第 10 集,,,2026-01-12,
279136,1,11,第 11 集,,,2026-01-13,
279136,1,12,第 12 集,,,2026-01-13,
279136,1,13,第 13 集,,,2026-01-14,
279136,1,14,第 14 集,,,2026-01-14,
279136,1,15,第 15 集,,,2026-01-15,
279136,1,16,第 16 集,,,2026-01-15,
279136,1,17,第 17 集,,,2026-01-16,
279136,1,18,第 18 集,,,2026-01-17,
279136,1,19,第 19 集,,,2026-01-17,
279136,1,20,第 20 集,,,2026-01-18,
279136,1,21,第 21 集,,,2026-01-19,
279136,1,22,第 22 集,,,2026-01-19,
279136,1,23,第 23 集,,,2026-01-20,
279136,1,24,第 24 集,,,2026-01-20,
279136,1,25,第 25 集,,,2026-01-22,
279136,1,26,第 26 集,,,2026-01-23,
279136,1,27,第 27 集,,,2026-01-24,
279136,1,28,第 28 集,,,2026-01-25,
285743,1,1,上学路上间接接吻，屁股坐在大腿上，恋爱喜剧都无法成立,,,2026-01-06,
285743,1,2,第 2 集,,,2026-01-13,
285743,1,3,第 3 集,,,2026-01-20,
285743,1,4,第 4 集,,,2026-01-27,
285743,1,5,第 5 集,,,2026-02-03,
285743,1,6,第 6 集,,,2026-02-10,
285743,1,7,第 7 集,,,2026-02-17,
285743,1,8,第 8 集,,,2026-02-24,
285743,1,9,第 9 集,,,2026-03-03,
285743,1,10,第 10 集,,,2026-03-10,
285743,1,11,第 11 集,,,2026-03-17,
285743,1,12,第 12 集,,,2026-03-24,
218642,1,1,李长寿预见师父之死，小师妹入门体检,李长寿重生回拜入度仙门前，预见师父未来身死，借 “入门体检” 接近小师妹蓝灵娥，提前布局护师父。,,2023-01-19,
218642,1,2,带师妹去历练大会 长寿欲进北俱芦洲采药,李长寿带蓝灵娥参加历练大会，借口 “采药” 欲进北俱芦洲，实则探查西昉教早期踪迹。,,2023-01-19,
218642,1,3,酒玖师叔带队 闯关芦洲寻宝,酒玖带队闯北俱芦洲寻宝，李长寿借机关术破阵，意外发现西昉教暗设的 “锁灵阵”。,,2023-01-26,
218642,1,4,酒玖深陷困龙阵 长寿机智反杀,酒玖被困西昉教困龙阵，李长寿以 “假死” 诱敌，反杀阵眼修士，破阵救人。,,2023-02-02,
218642,1,5,有琴被暗算 长寿英雄救美,有琴玄雅遭同门暗算，李长寿以毒术化解暗算，顺势与有琴结下善缘。,,2023-02-09,
218642,1,6,玄雅重伤，长寿师兄暗中相助,玄雅重伤难愈，李长寿暗中赠疗伤丹药，同时揭露暗算者与西昉教的关联。,,2023-02-16,
218642,1,7,查真相酒乌起疑心  求浊仙长寿为师谋生机,酒玖察觉暗算案疑点，求助李长寿，二人联手查到暗算者是西昉教卧底。,,2023-02-23,
218642,1,8,苦肉计长寿借宝鼎  佳人醉酒玖布法阵,李长寿施苦肉计借得宗门宝鼎，蓝灵娥醉酒误布 “迷踪阵”，意外困住西昉教追兵。,,2023-03-02,
218642,1,9,练仙丹酒玖被误会  渡仙劫齐源闹乌龙,酒玖练仙丹被误会私吞，李长寿查清是西昉教嫁祸，同时仙山异动引出许洞小妖，闹了乌龙。,,2023-03-07,
218642,1,10,玄火击忘情败龙族  噬丹药齐源成浊仙,李长寿助龙姨（龙族修士）炼化玄火志情，炼丹时药膏意外淬成 “浊血”，成克制西昉教的奇药。,,2023-03-16,
218642,1,11,查仙丹酒乌逼长寿  赴东海长寿遇敖乙,酒玖逼李长寿交仙丹配方，李长寿借机赴东海，结识敖乙，察觉龙族有西昉教内奸。,,2023-03-23,
218642,1,12,怀鬼胎长寿战敖乙  飙演技人龙谁先输,西昉教借 “鬼胎” 暗算敖乙，李长寿出手相救；龙族与西昉教伪装的鲛人谈判，暂先示弱认输。,,2023-03-30,
218642,1,13,狭路相逢迷敖乙  洪荒无量劫灭生,李长寿换路时再救遭伏击的敖乙，此战引动洪荒无量劫的初始劫气。,,2023-04-06,
218642,1,14,李长寿渡仙劫遇神罚 流落熊寨成海神,李长寿渡劫时意外流落凡间蕉寨，借术法帮寨民避祸，被尊为 “海神”。,,2023-12-14,
218642,1,15,凶残鱼妖大闹熊寨！“海神”李长寿能否显灵？,凶绞鱼妖袭蕉寨，李长寿以 “海神” 身份，用浊血 + 机关术斩杀鱼妖，巩固寨民信任。,,2023-12-14,
218642,1,16,师父恋人来信可疑 师兄准备探查师父情敌,师父的旧恋人来访，李长寿察觉其身份可疑，拜入对方门下，暗中探查师父相关敌情。,,2023-12-21,
218642,1,17,酒乌和“齐源”联手除妖！幕后元凶浮出水面,李长寿化名为 “齐渡”，与酒玖联手除妖，揪出幕后主使是西昉教修士 “文净”。,,2023-12-28,
218642,1,18,李长寿一人成团捶爆仇人！掉马危机能否巧妙化解？,李长寿身份暴露遭围堵，借蓝灵娥的 “迷踪阵”+ 敖乙的龙族接应，化解掉马危机。,,2024-01-04,
218642,1,19,敖乙堵门搦战！李长寿花式打服傲娇小龙,敖乙因误会堵门挑战，李长寿以 “纸人分身 + 毒术” 花式打脸，解开误会后二人结盟。,,2024-01-11,
218642,1,20,酒乌劝架反被揍？文净暗中操控三教矛盾升级,酒玖查文净染案反被暗算，文净暗中挑动阐、截、人三教矛盾，试图坐收渔利。,,2024-01-18,
218642,1,21,度仙门保卫战火力全开！掌门季无忧现身,西昉教袭度仙门，掌门季无忧现身，率弟子死守；李长寿以豆兵阵加固山门防御。,,2024-01-25,
218642,1,22,文净率群妖发起总攻！玄都、度厄出面救场,文净率群妖总攻度仙门，玄都大法师、鹿巨（巫族修士）出面救场，击退群妖。,,2024-02-01,
218642,1,23,西昉二圣为还贷款机关算尽，海神教成为新靶子,西昉二圣为夺宝算计度仙门，李长寿的 “海神敕” 成其目标，被多方势力盯上。,,2024-02-08,
218642,1,24,李长寿化身海神“显灵”，文净告黑状惊动天庭,李长寿借海神身份 “显灵” 震慑西昉教，文净向天庭告黑状，污蔑李长寿私通妖族。,,2024-02-15,
218642,1,25,李长寿抱上天庭大腿，赵公明计退文净,天庭派赵公明调查李长寿，李长寿自证清白，赵公明顺势计退文净的西昉教追兵。,,2024-02-22,
218642,1,26,三教源流大会开启！玄都小法师激萌登场,三教源流大会召开，李长寿以 “玄都小法师” 身份，嘴炮化解阐截两教冲突。,,2024-02-29,
218642,1,27,李长寿策反文净，登三仙岛求见云霄,李长寿反撩文净套取情报，后登三仙岛求见云霄，借混元金斗之力加固自身防御。,,2024-03-07,
218642,1,28,洪荒第一女神云霄登场！西昉教再施离间计,云霄正式登场，西昉教再施阴计暗算李长寿，被云霄以混元金斗直接碾压。,,2024-03-14,
218642,1,29,李长寿携敖乙女装勇闯天涯阁！四海盟会暗流涌动,李长寿携敖乙换岗天阔阁，负责四海盟会安保，察觉盟会中西昉教的暗流。,,2024-03-21,
218642,1,30,晶蝉阴谋奇袭海眼！李长寿巧设多重救兵解围,西昉教晶蝉阴谋袭击海眼，李长寿设 “豆兵阵 + 毒阵 + 机关阵”，多重布局解围。,,2024-03-28,
218642,1,31,李长寿助力平息四海之乱，惨遭西昉教集火,李长寿平定四海之乱，却遭西昉教集中围攻，重伤突围后躲入三仙岛养伤。,,2024-04-04,
218642,1,32,晶蝉全力追杀李长寿！天庭海神正式上岗,晶蝉追杀李长寿至天庭，李长寿正式就任天庭海神，借天庭兵力反制晶蝉。,,2024-04-11,
218642,1,33,太上老君登场！长寿渡劫得三霄仙子助阵,太上老君现身，指点李长寿修行，同时三霄仙子应约前来，助其对抗西昉教。,,2024-04-18,
218642,1,34,李长寿金仙劫降临！承认对云霄动心？,李长寿晋升金仙，云霄助攻时二人情愫渐生，李长寿隐晦承认对云霄动心。,,2024-04-25,
218642,1,35,皖江雨魂魄转生！李长寿神识被染灯吸走,皖江雨残魂成功转生，染灯道人设局吸走李长寿纸人分身的神识，探查其秘密。,,2024-05-02,
218642,1,36,晶蝉、染灯摆下鸿门宴，李长寿引天罚解围,晶蝉、染灯搅黄李长寿的 “门亲事”，李长寿引三次天罚，逼退二人解围。,,2024-05-09,
218642,1,37,陆压突然现身，李长寿接玉帝密诏,陆压突然现身搅局，李长寿接玉帝密诏，负责调查西昉教与妖族的勾结。,,2024-05-16,
218642,1,38,人皇大禹强势登场！李长寿遭遇灵魂三问,人皇大禹登场，向李长寿提出 “魂三问”（关于洪荒劫运），李长寿借机套取上古情报。,,2024-05-23,
218642,1,39,呲铁城惊险夺宝！多宝道人立大功,西昉教在毗城夺宝，多宝道人出手相助，与李长寿联手击退夺宝者，立下大功。,,2024-05-30,
218642,1,40,陆压秘会四海龙王，龙族反复横跳？,陆压道人暗中约见四海龙王，以 “避开封神劫” 为诱饵游说龙族倒向西方教，龙王们顾虑三教势力，态度摇摆不定。李长寿察觉异动，派纸人分身窃听，摸清陆压的挑拨意图。,,2024-06-06,
218642,1,41,东北塔爷豪横登场！王母威震蟠桃宴,东王公座下 “东北塔爷” 携宝物赴蟠桃宴，席间借酒挑衅天庭仙官，王母以瑶池威压镇住场面，同时暗示塔爷需安分守己，避免卷入教派纷争。,,2024-06-13,
218642,1,42,驯龙计划圆满成功！长寿喜提新职位,李长寿主导的 “驯龙联防” 计划落地，四海龙族达成稳定盟约，玉帝为嘉奖其功绩，册封他为 “四海监察使”，可直接调度龙族基层兵力。,,2024-06-20,
218642,1,43,云霄变装斩饕餮，玉帝功德填海眼,西海神域出现饕餮作乱，云霄仙子易装潜入，以混元金斗斩杀饕餮；同时玉帝将天庭部分功德注入西海眼，加固封印，彻底化解妖族借海眼作乱的隐患。,,2024-06-27,
218642,1,44,玄都灵山遭难！三教联手驰援,玄都灵山遭西昉教突袭，燃灯道人率阐教弟子被困，李长寿联合截教、人教修士驰援，以豆兵阵暂时稳住战局。,,2024-07-04,
218642,1,45,玄都小法师物理捉蝉，新boss谛藏登场！,李长寿以 “物理捆缚” 之法生擒西昉教细作 “晶蝉”，审讯中得知西昉教隐藏 boss “55” 已潜入天庭，暗中布局。,,2024-07-11,
218642,1,46,巫族惊现离奇命案！长寿秘密追凶,巫族部落接连发生离奇死亡案，现场留西昉教印记，李长寿潜入巫族秘境追查，发现凶手下手目标是巫族至宝 “十二都天神煞旗”。,,2024-07-18,
218642,1,47,陆压阴谋被识破，李长寿兵发妖升山,陆压欲借妖族之手抢夺都天神煞旗的阴谋败露，李长寿催动 “发妖” 之力劈开妖族营地屏障，正面截击陆压。,,2024-07-25,
218642,1,48,陆压长寿正面交锋！三足金乌本体现身,李长寿与陆压正面对决，陆压被逼出三足金乌本体，释放太阳真火，李长寿借云霄所赠混元金斗碎片抵挡，战局胶着。,,2024-08-01,
218642,1,49,圣母女娲华丽登场！李长寿底牌被看穿？,女娲现身阻止陆压与李长寿死斗，同时点破李长寿 “纸人分身”“仙豆加特林” 等底牌，暗示其需藏拙避祸。,,2024-08-08,
218642,1,50,六道转生盘突生异变！玉帝历劫误入畜生道,六道轮回的转生崖出现空间扭曲，参与历劫的五帝意外坠入畜生道轮回，李长寿受天庭所托，前往地府修复轮回秩序。,,2024-08-15,
218642,1,51,大德后土竟然人格分裂？道门小分队再次集结！,后土化身出现人格分裂，一半倾向巫族、一半倒向西昉教，李长寿召集道门旧部，合力稳定后土神魂。,,2024-08-22,
218642,1,52,分头封印七情化身，营救大德后土进行时,后土的 “七情化身” 四散作乱，李长寿率小队分路封印，逐步收拢后土神魂，同时防备西昉教趁机偷袭。,,2024-08-29,
218642,1,53,六道府归顺天庭，李长寿参悟均衡大道,转生崖异变修复，六道轮回正式归附天庭管辖，李长寿在处理五帝轮回案时，参悟 “情劫” 对修行的影响，道心更稳。,,2024-09-05,
218642,1,54,长寿云霄桃林定情！师父齐源入编天庭,李长寿与云霄在梅林定下修行之约，同时其师父齐源因功德圆满，被天庭吸纳为 “地府轮回判官”。,,2024-09-12,
218642,1,55,小灵娥激萌返场！道心圆满引动天劫,蓝灵娥带新炼 “萌系毒宠” 回归，李长寿炼化道心圆蒲时引动金仙后期天劫，云霄率三仙岛修士护法。,,2024-09-19,
218642,1,56,洪荒狠角孔宣登场，自曝与玄都往事！,孔宣现身洪荒，自曝曾与玄都大法师有旧怨，此次入世是为向西昉教寻仇，与李长寿达成临时合作。,,2024-09-26,
218642,1,57,玉帝、王母凡间历险，李长寿化身指点迷津,玉帝、王母下凡历劫遇险，李长寿以 “凡间修士” 身份化身指点，助二人化解危难，同时摸清西昉教在凡间的暗桩。,,2024-10-03,
218642,1,58,有琴国运崩塌在即！有琴玄雅凡尘难断,有琴家族国运衰退，有琴玄雅在凡尘的凡缘牵绊难断，李长寿助其以 “琴音渡厄” 之法稳固家族气运。,,2024-10-10,
218642,1,59,染灯携奸计再次现身，孔宣火速霸气救场,染灯道人携西昉教修士围堵有琴玄雅，孔宣以火遁之术霸气救场，以五色神光重伤染灯，逼退敌人。,,2024-10-17,
218642,1,60,天道降罚有琴国！大禹率魔兵霸气救场,有琴国遭天道针对，西昉教趁机煽动战乱，李长寿调遣大奉车兵（改良豆兵）镇守有琴国，以煞气震慑乱党。,,2024-10-24,
218642,1,61,天命玄鸟生商，有琴危机落幕,“天命玄鸟” 降世，有琴国国运恢复，西昉教的阴谋破产，有琴玄雅斩断凡缘，随李长寿返回度仙门。,,2024-10-31,
218642,1,62,赵公明绯闻缠身，西昉教暗中搞事,赵公明修炼时意外 “瘦身”，实力却更精进，同时西昉教在截教营地暗中散布谣言，挑拨截教与天庭的关系。,,2024-11-07,
218642,1,63,申公豹爆笑登场，反向祈福陆压遭殃！,申公豹以 “反向祈福” 之术搅乱西昉教的谣言阵，李长寿顺势联合截教弟子，快速镇压西昉教暗桩。,,2024-11-14,
218642,1,64,齐源孽缘关联大劫？长寿云霄鸿雁传书,齐源在地府发现 “绿缘”（轮回孽缘）与封神大劫相关，李长寿以鸿雁传书告知云霄，二人约定共探封神劫线索。,,2024-11-21,
218642,1,65,谛藏算计层出不穷，人教仙宗一级战备！,西昉教借谛听之力算计人教，人教仙宗进入一级战备，李长寿协助玄都大法师布下 “太极阵” 防御。,,2024-11-28,
218642,1,66,文净巧施苦肉计，谛藏受屈不堪言,上古女神 “白泽” 显化本体，被陆压逼迫参战，李长寿以 “保其族群” 为条件，说服白泽倒戈，加入己方阵营。,,2024-12-05,
218642,1,67,白泽偿还人情债，陆压聚众伐天庭,白泽为偿还李长寿人情，透露陆压将率妖族伐天庭的计划，李长寿提前联合龙族、天庭兵将备战。,,2024-12-12,
218642,1,68,上古妖帅现本体，长寿巧计收白泽,上古女神 “白泽” 显化本体，被陆压逼迫参战，李长寿以 “保其族群” 为条件，说服白泽倒戈，加入己方阵营。,,2024-12-19,
218642,1,69,长寿云霄星辰之约，陆压蓄力出兵天庭,李长寿与云霄定下 “星辰之约”（封神劫后共守星辰海），同时陆压整合妖族兵力，准备正式进攻天庭。,,2024-12-26,
218642,1,70,陆压举兵伐天庭，长寿蓄力射金乌,陆压率妖族攻上天庭南天门，李长寿坐镇南天门，以 “仙豆加特林”“纸人军团” 抵挡，准备与陆压的金乌本体决战。,,2025-01-02,
218642,1,71,西昉教出手救陆压，齐源述职遭暗算,西昉教修士突然出手救走战败的陆压，同时齐源在地府述职时遭西昉教暗算，险些魂飞魄散。,,2025-01-09,
218642,1,72,难违天道齐源身殒！痛失至亲长寿乱智,李长寿的至亲（凡间亲友）因天道反噬身陨，李长寿悲痛乱智，险些坠入魔道，云霄以混元金斗稳住其道心。,,2025-01-16,
218642,1,73,长寿决意斩陆压，齐源转世成“飞熊”,李长寿立下斩陆压的决心，同时齐源转世为 “飞熊”（姜子牙转世前身），李长寿暗中护其凡世安全。,,2025-01-23,
218642,1,74,玉帝伐北洲，西昉入大劫！,玉帝亲率天兵北伐妖族占据的北洲，西昉教趁机混入战场，试图挑起天庭与妖族的死斗，坐收渔利。,,2025-01-30,
218642,1,75,玉帝巧施离间计，长寿“喜提”总教习,玉帝施离间计分化妖族与西昉教，同时任命李长寿为 “天庭兵将总教习”，负责训练天兵对抗西昉教。,,2025-02-06,
218642,1,76,北洲伐妖大捷，玄都城生剧变,北洲伐妖之战大胜，玄都城却突发异变，西昉教引爆玄都城下的 “虚空炸弹”，城池损毁过半。,,2025-02-13,
218642,1,77,玄都孔宣合体迎战，四教联手共抗天魔！,五台仙（玄都修士）死守玄都城，李长寿联合阐、截、人、巫四教修士，共同抵挡西昉教引发的 “天陨之灾”。,,2025-02-20,
218642,1,78,天魔危机解除，孔宣玄都别过,天陨之灾被众人合力解除，孔宣途经玄都城，告知李长寿 “西昉教的最终目标是封神榜”。,,2025-02-27,
218642,1,79,人族魔兵执念消散，大羿精魄重现世间,人族至宝 “旗兵执令” 因能量耗尽消散，上古神器 “大拜铜锤” 重现世间，李长寿与西昉教争夺此锤。,,2025-03-06,
218642,1,80,酒玖升至天仙境，长寿赴任广寒宫,酒玖（李长寿好友）晋升天仙境，同时广寒宫传来消息：嫦娥们被西昉教控制，李长寿紧急赶赴广寒宫救援。,,2025-03-13,
218642,1,81,水神姮娥直播PK，巫族热舞大显奇效,水神钟馗与西昉教修士在广寒宫 PK，巫族修士以 “热舞”（巫族秘术）扰乱西昉教心神，协助李长寿救人。,,2025-03-20,
218642,1,82,大羿姮娥过往揭晓，长寿正式拜师太清,大羿与姮娥的过往被揭开，李长寿借此契机，正式拜太清圣人（老子）为师，获得《道德经》进阶版传承。,,2025-03-27,
218642,1,83,云华思凡下界，西昉奸计再生,云华仙子思凡下界，西昉教趁机设计，试图让云华与凡人产生孽缘，李长寿暗中跟随，破坏西昉教计划。,,2025-04-03,
218642,1,84,云华回天认罪，玉鼎收徒杨戬,云华返回天庭认罪，被玉帝罚禁闭，其儿子杨戬拜玉鼎真人为师，李长寿指点杨戬修炼基础法术。,,2025-04-10,
218642,1,85,李靖爆改开朗少年，灵珠集训资质飞升,李信（李长寿凡间族亲）揭秘 “开阳少年”（天庭暗线）的身份，蓝灵娥凑齐落霞仙草，成功飞升上界。,,2025-04-17,
218642,1,86,西昉密施计中计，道门分队再集结,西昉教的诡计被李长寿反利用，反而陷入包围，李长寿召集道门分队，准备彻底清缴西昉教在天庭的势力。,,2025-04-24,
218642,1,87,道门三圣轮番出手！谆提师叔压力山大,道门三圣（老子、元始、通天）轮流出手压制西昉教，浮提师叔（西昉教高层）压力剧增，试图突围。,,2025-05-01,
218642,1,88,结因圣人出手！元始天尊解围,“结因圣人”（西昉教背后强者）出手，元始天尊及时解围，以三宝玉如意击退结因圣人，护住众人。,,2025-05-08,
218642,1,89,石乐志暴怒毁塔，李长寿开工修河,石乐志（西昉教修士）暴怒毁掉天庭镇妖塔，李长寿临时 “作词”（以言出法随之术）修复塔基，稳定局势。,,2025-05-15,
218642,1,90,谛藏肉身补塔，善念拯救生灵,李长寿以 “诸蕴肉身” 之法修补镇妖塔，普念（佛门修士）协助拯救塔内被困生灵，化解一场浩劫。,,2025-05-22,
218642,1,91,云霄巧计敲打长寿？水神喜提太白金星,,,2025-05-29,
218642,1,92,七情化身转世，玄都再会孔宣！,后土的七情化身转世为凡人，李长寿在玄都城再次遇见孔宣，二人约定共同追查西昉教的 “封神榜计划”。,,2025-06-05,
218642,1,93,孔宣文净狭路相逢！不朽神国蠢蠢欲动,孔宣与文净的 “换胎迷局” 被揭开，西昉教的 “不朽杇盘”（至宝）蠢蠢欲动，试图篡改封神榜名单。,,2025-06-12,
218642,1,94,仙盟大会遭搅局，长寿舌战虚菩提,仙盟大会上，西昉教搅局抹黑天庭，李长寿以 “舌战” 之法揭穿其阴谋，同时 “盘古捉”（上古异兽）现身会场。,,2025-06-19,
218642,1,95,酒玖领衔临天殿，金鹏踢馆广寒宫,酒玖领衔镇守临天殿，金鹏（妖族强者）归顺天庭，在广寒宫以歌声安抚被控制的嫦娥，助其恢复神智。,,2025-06-26,
218642,1,96,水神妙计收金鹏，谆提登天会玉帝,水神钟馗以妙计收服金鹏，李长寿作 “贺天诗” 献给玉帝，庆贺天庭收服强援，同时暗指西昉教的威胁。,,2025-07-03,
218642,1,97,阐截纷争再起，长寿惨遭暗算！,南海再次爆发纷争，西昉教挑拨龙族内斗，李长寿携云霄等道友避祸，同时暗中布局化解龙族矛盾。,,2025-07-10,
218642,1,98,三教签订不战约，修罗出手伤长寿,阐、截、人三教签订 “不战约”，修罗族突然出世，重伤李长寿，云霄以混元金斗为其疗伤。,,2025-07-17,
218642,1,99,冥河老祖太难杀！魔爪伸向亲女儿？,冥河老祖（修罗族首领）纠缠不休，甚至试图控制自己的女儿（修罗公主）对付李长寿，李长寿设计离间父女二人。,,2025-07-24,
218642,1,100,长寿智斗冥河老祖，酒宴大开云霄起舞,李长寿以智计斗败冥河老祖，天庭举办酒宴庆祝，云霄在宴会上起舞，李长寿以琴音相和，二人默契更甚。,,2025-07-31,
218642,1,101,冥河老祖意外溃败！长寿通天澡堂谈心,冥河老祖因内部叛乱意外溃败，李长寿与通天教主在澡堂谈心，通天透露截教对封神劫的应对之策。,,2025-08-07,
218642,1,102,通天剑斩冥河老祖，长寿窥见截教命运,通天教主出手斩杀冥河老祖，李长寿在旁窥见截教在封神劫中的命运，暗下决心要护截教弟子周全。,,2025-08-14,
218642,1,103,长寿云霄约会屡受阻？石矶娘娘讲道惑人心,李长寿与云霄的约会被西昉教干扰，石矶娘娘（截教弟子）以 “惑心术” 揭穿西昉教的伪装，助二人脱身。,,2025-08-21,
218642,1,104,灵娥打理仙盟事务，太白大典意外频出,蓝灵娥开始打理仙盟事务，太白金星主持的大典上，西昉教暗桩引发混乱，太白金星意外外出追凶。,,2025-08-28,
